index,Continent,Country,City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
100,Africa,Uganda,Kampala,238.0,193.0,189.0,195.0,187.0,189.0,139.0,168.0,157.0,172.0,178.0,205.0,2210.0
101,Africa,Uganda,Entebbe,233.0,204.0,205.0,180.0,192.0,186.0,198.0,195.0,195.0,201.0,198.0,211.0,2398.0
102,Africa,Burundi,Bujumbura,167.4,158.2,176.7,165.0,210.8,255.0,272.8,251.1,213.0,189.1,150.0,164.3,2373.4
103,Africa,Guinea,Conakry,223.0,224.0,251.0,222.0,208.0,153.0,109.0,87.0,135.0,189.0,207.0,214.0,2222.0
104,Africa,Guinea,Kankan,262.0,236.0,249.0,220.0,234.0,216.0,169.0,159.0,191.0,221.0,241.0,260.0,2658.0
105,Africa,Guinea-Bissau,Bissau,248.0,226.0,279.0,270.0,248.0,210.0,186.0,155.0,180.0,217.0,240.0,248.0,2707.0
106,Africa,Equatorial Guinea,Bata,201.5,192.1,173.6,177.0,189.1,147.0,142.6,142.6,114.0,114.7,141.0,186.0,1921.2
107,Africa,Equatorial Guinea,Malabo,148.8,152.5,108.5,120.0,117.8,69.0,46.5,58.9,48.0,68.2,99.0,139.5,1176.7
108,Africa,Egypt,Marsa Alam,279.0,283.0,310.0,330.0,372.0,390.0,403.0,372.0,330.0,310.0,300.0,279.0,3958.0
109,Africa,Egypt,Kharga,287.8,274.4,297.8,307.2,336.8,361.6,359.9,364.9,321.1,313.0,289.7,276.6,3790.8
110,Africa,Egypt,Dakhla Oasis,294.5,279.7,316.2,315.0,356.5,366.0,384.4,375.1,336.0,328.6,300.0,291.4,3943.4
111,Africa,Namibia,Keetmanshoop,353.0,300.0,312.0,306.0,304.0,287.0,305.0,323.0,319.0,343.0,348.0,348.0,3870.0
112,Africa,Namibia,Windhoek,288.0,254.0,282.0,273.0,310.0,309.0,326.0,341.0,321.0,319.0,297.0,285.0,3605.0
113,Asia,Afghanistan,Kabul,177.2,178.6,204.5,232.5,310.3,353.4,356.8,339.7,303.9,282.6,253.2,182.4,3175.1
114,Asia,Azerbaijan,Baku,89.9,89.0,124.0,195.0,257.3,294.0,313.1,282.1,222.0,145.7,93.0,102.3,2207.4
115,Asia,Bangladesh,Dhaka,279.0,226.0,217.0,180.0,155.0,90.0,62.0,62.0,90.0,186.0,240.0,279.0,2066.0
116,Asia,China,Beijing,194.1,194.7,231.8,251.9,283.4,261.4,212.4,220.9,232.1,222.1,185.3,180.7,2670.8
117,Asia,China,Chongqing,20.6,29.7,64.9,93.6,109.4,97.7,158.6,167.0,106.6,50.4,35.9,20.4,954.8
118,Asia,China,Lhasa,250.9,226.7,246.1,248.9,276.6,257.3,227.4,219.6,229.0,281.7,267.4,258.6,2990.2
119,Asia,China,Shanghai,114.3,119.9,128.5,148.5,169.8,130.9,190.8,185.7,167.5,161.4,131.1,127.4,1775.8
120,Asia,China,Ürümqi,101.6,128.8,180.5,248.0,283.3,282.7,298.7,301.0,262.6,224.4,127.4,84.3,2523.3
121,Asia,Hong Kong,Hong Kong,143.0,94.2,90.8,101.7,140.4,146.1,212.0,188.9,172.3,193.9,180.1,172.2,1835.6
122,Asia,India,Delhi,214.6,216.1,239.1,261.0,263.1,196.5,165.9,177.0,219.0,269.3,247.2,215.8,2684.6
123,Asia,India,Kolkata,203.9,201.2,225.8,235.4,227.1,123.1,93.1,104.9,116.2,182.6,190.8,203.4,2107.5
124,Asia,India,Mumbai,269.5,257.6,274.3,283.7,296.2,148.6,73.4,75.9,165.1,240.2,245.8,253.2,2583.5
